Text,Category
ಟ್ರಾನ್ಸ್ಜೆಂಡರ್ ಜನರು ನಮ್ಮ ಸಮಾಜದ ಸಂಪೂರ್ಣ ಆದರ್ಶಗಳನ್ನು ಹೇಗೆ ಹೀರಿಕೊಂಡು ಹೋಗುತ್ತಿದ್ದಾರೆ?,Transphobia
ಟ್ರಾನ್ಸ್ಜೆಂಡರ್ ಆಗಿರುವುದು ಒಂದು ಆತ್ಮಘಾತುಕ ನಿರ್ಧಾರವೇಕೆ ಎಂದು ನಾನು ಅನ್ನಿಸುತ್ತೇನೆ.,Transphobia
ಅಮ್ಮನಾಗಿ ಒಂದು ವರ್ಷ: ಸಾಮಾಜಿಕ ತಾಣದಲ್ಲಿ ಖುಷಿ ಹಂಚಿಕೊಂಡ ಸನ್ನಿ ಲಿಯೋನ್,None of the categories
ಫ್ರಾನ್ಸ್​​ ವಿದ್ಯಾರ್ಥಿಗಳಿಗೆ ಮೊಬೈಲ್​ ಬಳಕೆ ನಿಷೇಧ,None of the categories
"ನನ್ನ ಸ್ನೇಹಿತರಾದ ಗೇ ಮತ್ತು ಲೆಸ್ಬಿಯನ್ನರಿಗೆ ನನ್ನ ಪ್ರೀತಿ ಮತ್ತು ಗೌರವ ಇದೆ, ಅವರು ಯೋಗ್ಯರು ಮತ್ತು ನನ್ನ ಸಂತೋಷಕ್ಕೆ ಕಾರಣ.",None of the categories
ಲೆಸ್ಬಿಯನ್ನರು ಸಾಮಾಜಿಕ ಮೌಲ್ಯಗಳನ್ನು ಕೇಡಿಸುತ್ತಾರೆ,Homophobia
ರಕ್ತದಾನ ಮಾಡಿ ತಾಯಿ-ಮಕ್ಕಳ ಜೀವ ಉಳಿಸಿದ ನಟಿ ಹರಿಪ್ರಿಯಾ,None of the categories
"Whatsapp ಚಾಟಿಂಗ್​ ಮತ್ತಷ್ಟು ಸುರಕ್ಷಿತ, ಮುಖ ತೋರಿಸಿದರಷ್ಟೇ ಆ್ಯಪ್​ ಬಳಸಲು ಸಾಧ್ಯ!",None of the categories
ಟ್ರಾನ್ಸ್ಜೆಂಡರ್ ಜನರು ನಮ್ಮ ಬಾಲಕಿಯರನ್ನು ತಮ್ಮ ವಿಚಿತ್ರ ಜೀವನ ಕ್ರಮಗಳಿಗೆ ಪ್ರೇರೇಪಿಸುತ್ತಾರೆ.,Transphobia
ಟ್ರಾನ್ಸ್ಜೆಂಡರ್ ಜನರು ಮಕ್ಕಳಿಗೆ ಕುಡಿಯುವ ಕೆಟ್ಟ ಉದಾಹರಣೆ,Transphobia
ನೀವು ಬೈಬಲ್ ಓದಿದ್ದೀರಾ? ಅದು ಸಲಿಂಗಕಾಮಿಗಳನ್ನು ದೇವರ ಕೋಪಕ್ಕೆ ಒಳಗಾಗಿದ್ದಾರೆ ಎಂದು ಹೇಳುತ್ತದೆ.,Homophobia
ವ್ಯಾಲೆಂಟೈನ್ಸ್​​ ಡೇ ದಿನ ಒಂದಾದ ಲೈಲಾ ಮಜ್ನು ಜೋಡಿ ಏಕ್ತಾ ಕಪೂರ್​-ಇಮ್ತಿಯಾಜ್​ ಅಲಿ,None of the categories
ನನ್ನ ಮಗನ ಶಾಲೆಗೆ ಟ್ರಾನ್ಸ್ಜೆಂಡರ್ ಶಿಕ್ಷಕರನ್ನು ನೇಮಿಸಲು ನಾನು ಒಪ್ಪುವುದಿಲ್ಲ.,Transphobia
ಟ್ರಾನ್ಸ್ಜೆಂಡರ್ ಜನರು ನಮ್ಮ ಸಾಂಸ್ಕೃತಿಕ ಮಾರ್ಗಗಳನ್ನು ಕೆಡಿಸುತ್ತಿದ್ದಾರೆ.,Transphobia
ಅವಳು ಸಲಿಂಗಕಾಮಿ ಎಂದು ಎಲ್ಲರಿಗೂ ತಿಳಿಸಬೇಕಾಗಿದೆ.,Homophobia
ನೀವು ಹೊಮೋಸೆಕ್ಸುಯಲಾಗುವ ಮೊದಲು ನೀವು ನಿಮ್ಮ ಬಾಲ್ಯವನ್ನು ಕಳೆದುಕೊಳ್ಳಬೇಕು,Homophobia
ಐಪಿಎಲ್ ಸೂಪರ್ ಸಂಡೇ: ಕೊಹ್ಲಿ ಪಡೆಗೆ ರಾಜಸ್ಥಾನ್ ಸವಾಲ್: ಧೋನಿಗೆ ಅಶ್ವಿನ್ ಚಾಲೆಂಜ್,None of the categories
ಗರ ಸಿನಿಮಾಕ್ಕಾಗಿ ಒಂದಾದ ಹಾಸ್ಯ ಲೋಕದ ಮೇರು ಪರ್ವತಗಳಾದ ಸಾಧು-ಜಾನಿ,None of the categories
ನೀನು ಲಿಂಗಾಯತ ಹೆಂಗಸು ಆಗಲು ಯತ್ನಿಸುವುದು ವ್ಯರ್ಥ ಮತ್ತು ನಿಷ್ಪ್ರಯೋಜಕ,Transphobia
ಟ್ರಾನ್ಸ್ಜೆಂಡರ್ ಜನರು ಆತ್ಮವಿಶ್ವಾಸವನ್ನು ಕಳೆದುಕೊಳ್ಳುವಂತೆ ಮಾಡಬೇಕು.,Transphobia
"ಸಲಿಂಗಕಾಮಿ ಆಗುವುದು ಒಂದು ರೋಗ, ಅದನ್ನು ಗುಣಪಡಿಸಲು ಯಾವುದೇ ಔಷಧಿ ಇಲ್ಲ.",Homophobia
ಫೇಸ್​ಬುಕ್​ ಮುಖ್ಯಸ್ಥನ ರಾಜೀನಾಮೆಗೆ ಆಗ್ರಹ: ಹೂಡಿಕೆದಾರರಿಂದ ಹೆಚ್ಚಿದ ಒತ್ತಡ,None of the categories
ಸಲಿಂಗಕಾಮಿಗಳು ತಮ್ಮ ದೇಹವನ್ನು ತಾವೇ ನಿಯಂತ್ರಿಸುತ್ತಾರೆ,None of the categories
ಸಲಿಂಗಕಾಮಿಗಳಿಗೆ ಮಾತ್ರ ಯಾವುದೇ ಸೇವೆಗಳನ್ನು ಹೇಳಿಕೊಡಬಾರದು,Homophobia
"ನೀವು ಗೇ ಅಥವಾ ಲೆಸ್ಬಿಯನ್ ಆಗಿರುವುದು ನಿಮ್ಮ ಸ್ವತಂತ್ರ ಆಯ್ಕೆ, ನಾನು ನಿಮ್ಮನ್ನು ಪೂರ್ಣ ಗೌರವದಿಂದ ಸ್ವೀಕರಿಸುತ್ತೇನೆ ಮತ್ತು ನೀವು ಯೋಗ್ಯರು.",None of the categories
ಕರ್ನಾಟಕಕ್ಕೆ ಚೊಚ್ಚಲ ಅಂಕ ತಂದುಕೊಟ್ಟ ಮಳೆ; ಚಿನ್ನಸ್ವಾಮಿ ಸ್ಟೇಡಿಯಮ್​ನಲ್ಲಿ ಮುಂಬೈ ಹೊಸ ದಾಖಲೆ,None of the categories
ದ್ರಾವಿಡ್ ದಾಖಲೆಗಳ ಆಳಕ್ಕೆ ಇಳಿದರೆ ಸಿಕ್ಕುತ್ತೆ ಇನ್ನಷ್ಟು ದಾಖಲೆ; ಹ್ಯಾಪಿ ಬರ್ತ್​ಡೇ ರಾಹುಲ್,None of the categories
ಸಲಿಂಗಕಾಮಿಗಳು ದೇವರನ್ನು ಪ್ರೀತಿಸುವುದು ಸಾಧ್ಯವಿಲ್ಲ,Homophobia
ಟ್ರಾನ್ಸ್‌ಜೆಂಡರ್ ಆಗುವುದು ಒಂದು ಅಸ್ವಾಸ್ಥ್ಯಕರ ಆಯ್ಕೆ.,Transphobia
ಟ್ರಾನ್ಸ್ಜೆಂಡರ್ಗಳು ನಮ್ಮ ಸಾಂಸ್ಕೃತಿಕ ಮೂಲ್ಯಗಳನ್ನು ಕೇಡಿಸುತ್ತಿದ್ದಾರೆ.,Transphobia
"ಟ್ರಾನ್ಸ್ಜೆಂಡರ್ ವ್ಯಕ್ತಿಗಳು ನಗುಹೀನ ಜೀವನವನ್ನು ನಡೆಸುತ್ತಾರೆ, ಅವರ ಜೀವನದಲ್ಲಿ ಯಾವ ಸಂತೋಷವಿದೆ?",Transphobia
ನನ್ನ ಗೆಳೆಯರಿಗೆ ಟ್ರಾನ್ಸ್ಜೆಂಡರ್ ಮಹಿಳೆಯನ್ನು ಒಲವು ಮಾಡಲು ಅಥವಾ ಅವಳನ್ನು ಮೆಚ್ಚಲು ಹೇಗೆ ಸಾಧ್ಯವಾಗುತ್ತದೆ?,Transphobia
ಸಲಿಂಗಕಾಮಿಗಳು ಸ್ವತಂತ್ರ ವ್ಯಕ್ತಿಗಳು ಮತ್ತು ಇತರರಿಗೆ ಗೌರವ ತೋರುತ್ತಾರೆ.,None of the categories
ನಿಮ್ಮ ಸಲಿಂಗಕಾಮಿ ಸ್ವಭಾವವು ನಿಮ್ಮ ಜೀವನಕ್ಕೆ ಆನಂದವನ್ನು ತರುತ್ತದೆ.,None of the categories
ಲೋಕಸಭೆ ಚುನಾವಣೆಗೆ ‘ನಟ ಪ್ರಕಾಶ್​ ರೈ’ ಸ್ಪರ್ಧೆ: ಆಪ್ತರಿಗೆ ಸಿಹಿಸುದ್ದಿ ಕೊಟ್ಟ ಜಸ್ಟ್​​​ ಆಸ್ಕಿಂಗ್​​ ರೂವಾರಿ!,None of the categories
ಸಿಲಿಕಾನ್​ ಸಿಟಿಯಲ್ಲಿ ಹೊಸ ದಾಖಲೆ ಬರೆದ ಕೆ.ಜಿ.ಎಫ್​: ಊರ್ವಶಿ ಚಿತ್ರಮಂದಿರದಲ್ಲಿ ರಾಕಿಂಗ್​ ಸ್ಟಾರ್​ ಜಾದೂ..!,None of the categories
"ನಾನು ಸಲಿಂಗಕಾಮಿ ಆಗಿದ್ದೇನೆ, ನನಗೆ ನೀವು ಹೇಗೆ ಸಹಾಯ ಮಾಡಬಲ್ಲಿರಿ?",Homophobia
ಸಾರಾ ಗೋವಿಂದು ಅವರ ಮಗ ಅನೂಪ್ ವಿವಾಹದಲ್ಲಿ ತಾರೆಯರ ಸಮಾಗಮ,None of the categories
ಭರ್ಜರಿ ಹುಡುಗನ ಅದ್ದೂರಿ ಕಲ್ಯಾಣ: ಆ್ಯಕ್ಷನ್​ ಪ್ರಿನ್ಸ್​ ಧ್ರುವ ಸರ್ಜಾ ಕೈ ಹಿಡಿಯುವ ಬೆಡಗಿ ಯಾರು ಗೊತ್ತಾ..?,None of the categories
ಅವರು ಸಲಿಂಗಕಾಮಿಗಳಾಗಲು ಸಾಧ್ಯವಾಗುವುದಕ್ಕೆ ಬಹಳ ಪ್ರಯತ್ನಪಟ್ಟಿದ್ದಾರೆ,None of the categories
ಟ್ರಾನ್ಸ್ಜೆಂಡರ್ ಜನರು ನನ್ನ ಪರಿವಾರಕ್ಕೆ ಅಪಾಯ ತರುವ ಬದಲು ಅವರನ್ನು ನಾನು ನೇರವಾಗಿ ದೂರಿಬಿಡುತ್ತೇನೆ.,Transphobia
ಟ್ರಾನ್ಸ್ಜೆಂಡರ್ ಜನರ ಪ್ರವೃತ್ತಿಗಳು ನಮ್ಮ ಸಾಮಾಜಿಕ ಸಂರಚನೆಗೆ ಹಾನಿಕರವಾಗಿವೆ.,Transphobia
ಮುಷ್ತಾಕ್ ಅಲಿ ಟಿ20 ಟೂರ್ನಿ: ಮುಂಬೈ ವಿರುದ್ಧ ಬರೋಡಾಗೆ ಗೆಲುವು,None of the categories
ಇಂದು ನಟಿ ಶ್ರುತಿ ಹರಿಹರನ್​ ವಿರುದ್ಧದ ಮಾನನಷ್ಟ ಮೊಕದ್ದಮೆ ವಿಚಾರಣೆ..!,None of the categories
ಆ ಸಲಿಂಗಕಾಮಿಗೆ ಸಾಮಾಜಿಕ ಸ್ವೀಕಾರವನ್ನು ನೀಡುವುದು ನಮ್ಮ ಸಂಸ್ಕೃತಿಯನ್ನು ಸುಲಭವಾಗಿ ಹಲವೇರಿಸುವ ಹಾಗಿದೆ,Homophobia
ಸಲಿಂಗಕಾಮಿಗಳ ಬಗ್ಗೆ ನನ್ನ ಅಭಿಪ್ರಾಯ ನೀವು ತಿಳಿದುಕೊಳ್ಳಲು ಬೇಕಾಗಿಲ್ಲ,Homophobia
ವಿಮರ್ಶೆ: 'ಹಿಚ್ಕಿ' ಸಿನಿಮಾ ಮೂಲಕ ಕಮ್​​ಬ್ಯಾಕ್ ಮಾಡಿದ ರಾಣಿ ಮುಖರ್ಜಿ,None of the categories
ನೀವು ಸಲಿಂಗಕಾಮಿ ಆಗುವುದಕ್ಕೆ ಮುಂಚೆ ನೀವು ನಿಮ್ಮ ಸಮಾಜದ ಬಗ್ಗೆ ಯೋಚಿಸುತ್ತೀರಾ?,Homophobia
ಟ್ರಾನ್ಸ್ಜೆಂಡರ್ ಜನರು ನಮ್ಮ ಮಬ್ಬಿಗೆ ಘಾತು ಮಾಡುತ್ತಿದ್ದಾರೆ.,Transphobia
"ನಮ್ಮ ಮಗಳು ಟ್ರಾನ್ಸ್ಜೆಂಡರ್ ಜೊತೆ ಸ್ನೇಹಿತೆಯಾಗಲು ಯೋಗ್ಯಳಲ್ಲ, ಅವರು ಅವಳಿಗೆ ಕೇಡುಕಟ್ಟುವವರು.",Transphobia
ಟ್ರಾನ್ಸ್ಜೆಂಡರ್ ವ್ಯಕ್ತಿಗಳು ನಮ್ಮ ದೇಶದ ಸಾಂಸ್ಕೃತಿಕ ಪರಂಪರೆಯನ್ನು ಕೇಡಿಸುತ್ತಿವೆ.,Transphobia
ನಿಮ್ಮ ಪ್ರೇಮಿಕೆಯು ನಿಮ್ಮನ್ನು ಗೇಗೆ ಸೆರೆಹಿಡಿದುಕೊಳ್ಳಲು ಯತ್ನಿಸುತ್ತಿದ್ದಾಳೆ ಏಕೆಂದರೆ ಅವಳು ನಿಮ್ಮನ್ನು ಲೆಸ್ಬಿಯನ್ ಮಾಡಲು ಪ್ರಯತ್ನಿಸುತ್ತಿದ್ದಾಳೆ.,None of the categories
ಗಗನಸಖಿ ಅಮ್ಮನ ಕನಸನ್ನು ನನಸು ಮಾಡಿದ ಪೈಲಟ್​ ಮಗಳು..!,None of the categories
ಯಶಸ್ವಿಯಾಯ್ತು ಸಂಧಾನ ; 'ನಟ ಸಾರ್ವಭೌಮ' ಚಿತ್ರದ ಶೂಟಿಂಗ್​ಗೆ ಕೊನೆಗೂ ಸಿಕ್ತು ಗ್ರೀನ್​ ಸಿಗ್ನಲ್​​​!,None of the categories
ಸಲಿಂಗಕಾಮಿಗಳ ಮಾನಸಿಕ ಧೈರ್ಯ ಅದ್ಭುತವಾದುದು,None of the categories
ಫಿಫಾ ವಿಶ್ವಕಪ್​ ನಿರ್ಧರಿಸಲಿದೆ ಮೆಸ್ಸಿ ಭವಿಷ್ಯ: ಅರ್ಜೆಂಟೀನಾ ಸೂಪರ್​​​​​ಸ್ಟಾರ್​ನ ಕನಸು ಆಗುತ್ತಾ ನನಸು..?,None of the categories
ಟ್ರಾನ್ಸ್ಜೆಂಡರ್ ಮಹಿಳೆಯನ್ನು ನಾನು ನನ್ನ ಮಗಳೊಂದಿಗೆ ಹೊಂದಲು ಬಿಡುವುದಿಲ್ಲ.,Transphobia
ಡೇವಿಸ್ ಕಪ್: ಇಟಲಿ ವಿರುದ್ಧ ಭಾರತಕ್ಕೆ ಸೋಲು; ಗ್ರೂಪ್ ಹಂತಕ್ಕೆ ಹಿಂಬಡ್ತಿ,None of the categories
ಮಗುವಿಗೆ ಲೆಸ್ಬಿಯನ್ ತಾಯಿ ಇರಲು ಅವಕಾಶವಿಲ್ಲ,Homophobia
ಪುನೀತ್ ರಾಜ್​ಕುಮಾರ್ ಇತ್ತ ಗಮನಿಸಿ: ಸಾವಿನ ಗೂಡಲ್ಲಿ ಕಾಯುತ್ತಿದ್ದಾರೆ ನಿಮ್ಮ ಪುಟ್ಟ ಅಭಿಮಾನಿಗಳು,None of the categories
ಕಾಲಾ' ಸಿನಿಮಾದ ಬೆಳಗಿನ ಆಟಕ್ಕೆ ಜನರೇ ಇಲ್ಲ: ಪ್ರದರ್ಶನ ನಿಲ್ಲಿಸಿದ ನವರಂಗ್​ ಚಿತ್ರಮಂದಿರ,None of the categories
ಇರುವುದೆಲ್ಲವ ಬಿಟ್ಟು' ಕನ್ನಡಕ್ಕೆ ಬಂದ ತಮಿಳು ನಟ ಸಿಂಬು,None of the categories
‘ಬಾಗಿ-2’ ಬಿಡುಗಡೆಗೆ ಮುನ್ನವೇ ‘ಬಾಗಿ-3’ ಸಿನಿಮಾದ ಟೈಟಲ್​ ರಿಲೀಸ್​,None of the categories
120 ಎಸೆತಗಳಲ್ಲಿ 211 ರನ್ ಚಚ್ಚಿದ ಬಾಂಗ್ಲಾ ಬ್ಯಾಟ್ಸ್​ಮನ್​ಗಳು,None of the categories
ಟ್ರಾನ್ಸ್ಜೆಂಡರ್ ಜನರು ನನ್ನ ಆಪ್ತ ಸ್ನೇಹಿತರನ್ನು ಹೊಗಳದೇ ಹೋಗಿ ನನಗೆ ಬಂಧಿಸಿದ ಬಂಧನದಿಂದ ಪಾರಾಗುವ ಬದಲು ನಾನು ಅವರನ್ನು ಬೇರೆಡೆಗೆ ಹೋಗಿ ನೋಡುತ್ತೇನೆ.,Transphobia
ಸಲಿಂಗಕಾಮಿಗಳು ಮನೆಯ ಬಾಗಿಲನ್ನು ಹಾಕಿದರೆ ಮನೆ ಸುಂದರವಾಗುತ್ತದೆ,None of the categories
ಟ್ರಾನ್ಸ್ಜೆಂಡರ್ ಜನರನ್ನು ನಮ್ಮ ಸಮಾಜದಲ್ಲಿ ಸ್ವೀಕರಿಸುವುದು ನಾವು ಹೇಗೆ ಸಾಧ್ಯವಾಗುವುದು?,Transphobia
ಜಯಪ್ರದಾ ಕೆಂಡಾಮಂಡಲ; ದರ್ಶನ್ ಕೋಪತಾಪ; ದರ್ಶನ ಸಿಗದ ನಟರ ಕೂಗಾಟ,None of the categories
"ಶೀಘ್ರದಲ್ಲೇ ರೆಡ್​ಮಿ ಎಸ್​2 ಮಾರುಕಟ್ಟೆಗೆ, ಇಲ್ಲದೇ ಮೊಬೈಲ್​ ಮಾಹಿತಿ",None of the categories
ನೀವು ಸಲಿಂಗಕಾಮಿಗೆ ಸಮರ್ಥನೆ ನೀಡುತ್ತೀರಿ ಎಂದರೆ ನೀವು ಸಮಾಜದ ಬಳಿ ಕೇಳುವುದೇ ಇಲ್ಲ.,Homophobia
ಭಾರತ-ಇಂಗ್ಲೆಂಡ್: ಕ್ರಿಕೆಟ್ ಕಾಶಿ ಲಾರ್ಡ್ಸ್​​​ ಮೈದಾನದಲ್ಲಿ ಪ್ರೇಮ ನಿವೇದನೆ: ಹುಡುಗಿ ರಿಯಾಕ್ಷನ್ ಹೇಗಿತ್ತು..?,None of the categories
ಹೊಮೋಸೆಕ್ಸುಯಲ್ ಜನರು ಯಾವಾಗಲೂ ದುರ್ಬಲ ಮತ್ತು ಅಸ್ಥಿರವಾದ ಸಂಬಂಧಗಳಲ್ಲಿದ್ದಾರೆ.,Homophobia
ಟ್ರಾನ್ಸ್ಜೆಂಡರ್ ಜನರಿಗೆ ಯಾವುದೇ ವಿಶೇಷ ಕಾನೂನಿನ ಸಂರಕ್ಷಣೆ ಕೊಡಬಾರದು.,Transphobia
ಪ್ರೀತಂ ಗುಬ್ಬಿಯ ಗಳಿಕೆಯ ಕುಡಿ ‘ಜಾನಿ ಜಾನಿ ಎಸ್​ ಪಪ್ಪಾ’ ಈ ವಾರ ತೆರೆಗೆ,None of the categories
ಭಾರತ vs ವೆಸ್ಟ್​​ ವಿಂಡೀಸ್​​​ 2ನೇ ಟೆಸ್ಟ್​ ಪಂದ್ಯದ ಕೆಲ ಚಿತ್ರಪಟಗಳು,None of the categories
ನೀನು ಲಿಂಗಾಯತವನ್ನು ಹೊಂದಿದ್ದರೂ ನಿನ್ನ ಸ್ವಭಾವವೇ ಬದಲಾಗುವುದಿಲ್ಲ,None of the categories
ನೀವು ಸಲಿಂಗಕಾಮಿಗಳಾಗಿದ್ದರೆ ನಿಮ್ಮ ಜೀವನವು ಪ್ರೀತಿ ಮತ್ತು ಸಂತೋಷದ ಸಮುದ್ರವಾಗಿರುತ್ತದೆ.,None of the categories
ನಾನು ಯಾರನ್ನಾದರೂ ಟ್ರಾನ್ಸ್ಜೆಂಡರ್ ಸ್ಥಾನದಲ್ಲಿ ಕಾಣುವುದನ್ನು ಹೊತ್ತಿಸಲು ಸಾಧ್ಯವಿಲ್ಲ,Transphobia
ದ್ವಿಲಿಂಗಿಗಳು ನಿಮ್ಮ ಸ್ವಾಭಾವಿಕ ಲಿಂಗಾಸ್ವತ್ತೆಯನ್ನು ಕುರಿತು ತಪ್ಪು ತಿಳುವಳಿಕೆಯನ್ನು ಪ್ರಚಾರ ಮಾಡುತ್ತಾರೆ,Homophobia
ಸಲಿಂಗಕಾಮಿ ಹುಡುಗ ಅವನಿಗೆ ಇರುವ ಸ್ವಪ್ನಗಳನ್ನು ಅಗಲಿಸುವನು,Homophobia
"ಆ ಲೆಸ್ಬಿಯನ್ ಕೆಲಸದಲ್ಲಿ ಬೇಕಾದಷ್ಟು ಪ್ರಗತಿ ಮಾಡಿದರೂ ಸಹ, ಆಕೆಗೆ ಯಾವುದೇ ಗೌರವ ಸಿಗುವುದಿಲ್ಲ.",Homophobia
"ಸಲಿಂಗಕಾಮಿಗಳು ನೀವು ಹೀನ ಪರಿಸ್ಥಿತಿಗೆ ಬರುವುದು ನಿಮ್ಮ ಅಪರೂಪ, ನೀವು ಅನಾರೋಗ್ಯಕರರು!",None of the categories
ಸಲಿಂಗಕಾಮಿಗಳು ಹೊಂದಿಕೊಳ್ಳುವ ಸ್ವತಂತ್ರತೆಗೆ ಒಂದು ಮಿತಿಯಿದೆ,Homophobia
ನೀವು ಲೆಸ್ಬಿಯನ್ ಆದರೆ ನಿಮ್ಮ ಪ್ರೇಮ ಸಂಬಂಧವು ನೀವೇ ಹೊರತು ನಮಗೆ ಯಾವ ಪ್ರಭಾವವೂ ಬೀರುವುದಿಲ್ಲ.,None of the categories
25 ಕಥೆ ರಿಜೆಕ್ಟ್​ ಮಾಡಿದ ನಟ ಶ್ರೀಮುರಳಿಗೆ ಈಗ ತಲೆಬಿಸಿ,None of the categories
